#OTU ID	ITSCLC1HR1	ITSCLC1HR2	ITSCLC1HR3	ITSCLC1HR4	ITSCLC1HR5	ITSCLC24HR1	ITSCLC24HR2	ITSCLC24HR3	ITSCLC24HR4	ITSCLC24HR5	ITSCLC3MR1	ITSCLC3MR2	ITSCLC3MR3	ITSCLC3MR4	ITSCLC3MR5	ITSCLC48HR1	ITSCLC48HR2	ITSCLC48HR3	ITSCLC48HR4	ITSCLC48HR5	ITSCLC96HR1	ITSCLC96HR2	ITSCLC96HR3	ITSCLC96HR4	ITSCLC96HR5	ITSLAC1HR1	ITSLAC1HR2	ITSLAC1HR3	ITSLAC1HR4	ITSLAC1HR5	ITSLAC24HR1	ITSLAC24HR2	ITSLAC24HR3	ITSLAC24HR4	ITSLAC24HR5	ITSLAC3MR1	ITSLAC3MR2	ITSLAC3MR3	ITSLAC3MR4	ITSLAC3MR5	ITSLAC48HR1	ITSLAC48HR2	ITSLAC48HR3	ITSLAC48HR4	ITSLAC48HR5	ITSLAC96HR1	ITSLAC96HR2	ITSLAC96HR3	ITSLAC96HR4	ITSLAC96HR5	NPDec1810	NPDec1811	NPDec1812	NPDec181SF	NPDec182SF	NPDec183SF	NPDec184SF	NPDec185SF	NPDec185SUB	NPDec186SF	NPDec187SF	NPDec187SUB	NPDec188SF	NPDec189SF	NPDecember10	NPDecember11	NPDecember12	NPDecember1SF	NPDecember1SUB	NPDecember2SF	NPDecember2Sub	NPDecember3SF	NPDecember4SF	NPDecember4SUB	NPDecember5SF	NPDecember6SF	NPDecember6Sub	NPDecember7SF	NPDecember7SUB	NPDecember8SF	NPDecember8SUB	NPDecember9SF	NPMar1810	NPMar1811	NPMar181SF	NPMar181SUB	NPMar182SF	NPMar182Sub	NPMar183SF	NPMar184SF	NPMar184SUB	NPMar186SF	NPMar187SF	NPMar188SF	NPMar188SUB	NPMar189SF	NPMar189SUB	NPMay1810	NPMay1811	NPMay1812	NPMay181SF	NPMay181SUB	NPMay182SF	NPMay182Sub	NPMay183SF	NPMay184SF	NPMay184SUB	NPMay185SF	NPMay185SUB	NPMay186SF	NPMay186Sub	NPMay187SF	NPMay188SF	NPMay189SF	NPMay189SUB	NPNovember10	NPNovember11	NPNovember12	NPNovember1SF	NPNovember1SUB	NPNovember3SF	NPNovember4SF	NPNovember4SUB	NPNovember5SF	NPNovember7SF	NPNovember7SUB	NPNovember8SUB	NPNovember9SF	NPNovember9SUB	NPOctober10	NPOctober11	NPOctober12	NPOctober1SF	NPOctober1SUB	NPOctober2SF	NPOctober2SUB	NPOctober3SF	NPOctober3SUB	NPOctober4SF	NPOctober4SUB	NPOctober5SF	NPOctober5SUB	NPOctober6SF	NPOctober7SF	NPOctober7SUB	NPOctober8SF	NPOctober8SUB	NPOctober9SF	NPOctober9SUB
ASV1007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68
ASV1009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0
ASV101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	9	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	456	0	0	3	0	0	0	15	0	286	0	0	22	0	0	26	0	34	0	12	0	3	0	0	32	0	0	0	0	0	0	0	0	28	0	333	4	0	30	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	83	0	105	0	0	14	0	0	35	0	0	3	0	0	0	0	368	0	6	0	0	0	0	0	315	0	0	0	0	0	0	5
ASV1010	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	1	0	3	71	0	10	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV1011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1013	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1014	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ASV1015	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1017	0	0	0	0	1	0	0	0	0	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	8	2	0	0	2	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	2	0	0	2	0	0	1	0	0	2	1	9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	3	0	4	0	0	12	0	0	6	11	0	0	10	0	0	0	0	0	0	0	4	0	0	0	1	1	0	0	0	1	0	5
