	Feature_ID	Kingdom	Phylum	Class	Order	Family	Genus	Species	Confidence
ASV8201	ASV8201	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Pyrinomonadales	Pyrinomonadaceae	RB41	uncultured Acidobacterium sp.	0.968541929
ASV8202	ASV8202	Bacteria	Gemmatimonadetes	Longimicrobia	Longimicrobiales	Longimicrobiaceae	uncultured bacterium	uncultured bacterium	0.967535431
ASV8203	ASV8203	Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	uncultured bacterium	0.777471617
ASV8204	ASV8204	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Geodermatophilaceae	Modestobacter	NA	0.997138287
ASV8205	ASV8205	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	Myrmecia israelensis	Myrmecia israelensis	Myrmecia israelensis	0.999602532
ASV8206	ASV8206	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas	uncultured bacterium	0.945054939
ASV8207	ASV8207	Bacteria	Actinobacteria	MB-A2-108	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	0.998965095
ASV8208	ASV8208	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	uncultured bacterium	uncultured bacterium	0.976269717
ASV8209	ASV8209	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Hymenobacteraceae	Adhaeribacter	NA	0.99999979
ASV8210	ASV8210	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	NA	NA	0.986761521
ASV8211	ASV8211	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Skermanella	NA	0.922340717
ASV8212	ASV8212	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	NA	NA	0.928741029
ASV8213	ASV8213	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	uncultured bacterium	uncultured bacterium	0.746252583
ASV8214	ASV8214	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	uncultured	uncultured bacterium	uncultured bacterium	0.850013299
ASV8215	ASV8215	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	uncultured	uncultured bacterium	uncultured bacterium	0.999039232
ASV8216	ASV8216	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	NA	NA	0.816130251
ASV8217	ASV8217	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	NA	NA	0.999999565
ASV8218	ASV8218	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	Myrmecia israelensis	Myrmecia israelensis	Myrmecia israelensis	0.999990039
ASV8219	ASV8219	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Segetibacter	NA	0.999944695
ASV8220	ASV8220	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	NA	NA	NA	0.999997971
ASV8221	ASV8221	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA	NA	0.999999922
ASV8222	ASV8222	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatirosa	uncultured bacterium	0.764616442
ASV8223	ASV8223	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	uncultured Chloroflexi bacterium	uncultured Chloroflexi bacterium	0.894278238
ASV8224	ASV8224	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	NA	0.999978206
ASV8225	ASV8225	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	NA	NA	0.999999978
ASV8226	ASV8226	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	NA	NA	NA	0.99999903
ASV8227	ASV8227	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga	NA	0.978781145
ASV8228	ASV8228	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	NA	0.784005018
ASV8229	ASV8229	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	uncultured	uncultured bacterium	0.999726965
ASV8230	ASV8230	Bacteria	Rokubacteria	NC10	Rokubacteriales	uncultured bacterium	uncultured bacterium	uncultured bacterium	0.78915423
ASV8231	ASV8231	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	uncultured Chloroflexi bacterium	uncultured Chloroflexi bacterium	0.820094292
ASV8232	ASV8232	Bacteria	Actinobacteria	Actinobacteria	NA	NA	NA	NA	0.99999999
ASV8233	ASV8233	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	uncultured	uncultured cyanobacterium	uncultured cyanobacterium	0.895316971
ASV8234	ASV8234	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	Mastigocladopsis PCC-10914	NA	0.999262696
ASV8235	ASV8235	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	NA	NA	1
ASV8236	ASV8236	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	uncultured	uncultured bacterium	uncultured bacterium	0.778294489
ASV8237	ASV8237	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Phormidiaceae	uncultured	uncultured bacterium	0.743854077
ASV8238	ASV8238	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Hymenobacteraceae	Adhaeribacter	uncultured bacterium	0.772731103
ASV8239	ASV8239	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga	uncultured Microvirga sp.	0.742124006
ASV8240	ASV8240	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	uncultured	uncultured Isosphaera sp.	0.999341615
ASV8241	ASV8241	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Pyrinomonadales	Pyrinomonadaceae	RB41	NA	0.995477663
ASV8242	ASV8242	Bacteria	Actinobacteria	Acidimicrobiia	uncultured	uncultured Acidimicrobiales bacterium	uncultured Acidimicrobiales bacterium	uncultured Acidimicrobiales bacterium	0.945877106
ASV8243	ASV8243	Bacteria	Armatimonadetes	uncultured	uncultured Chloroflexi bacterium	uncultured Chloroflexi bacterium	uncultured Chloroflexi bacterium	uncultured Chloroflexi bacterium	0.943313443
ASV8244	ASV8244	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	NA	NA	0.999249302
ASV8245	ASV8245	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	uncultured	uncultured bacterium	uncultured bacterium	0.999048473
ASV8246	ASV8246	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	NA	NA	NA	0.99999633
ASV8247	ASV8247	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	uncultured	NA	NA	0.999992143
ASV8248	ASV8248	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	NA	0.945098609
ASV8249	ASV8249	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	NA	NA	0.950591935
ASV8250	ASV8250	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	NA	NA	0.999787658
ASV8251	ASV8251	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	NA	NA	0.999081607
ASV8252	ASV8252	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	NA	NA	0.999454317
ASV8253	ASV8253	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	uncultured	uncultured Oscillatoriales cyanobacterium	0.871152876
ASV8254	ASV8254	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	uncultured bacterium	0.717494908
ASV8255	ASV8255	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	uncultured	NA	NA	0.973614267
ASV8256	ASV8256	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Pyrinomonadales	Pyrinomonadaceae	RB41	uncultured Acidobacterium sp.	0.757281901
ASV8257	ASV8257	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	uncultured Chloroflexi bacterium	uncultured Chloroflexi bacterium	0.982889552
ASV8258	ASV8258	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	uncultured	uncultured bacterium	uncultured bacterium	0.899382259
ASV8259	ASV8259	Bacteria	Armatimonadetes	uncultured	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	0.987964132
ASV8260	ASV8260	Bacteria	Acidobacteria	Subgroup 6	NA	NA	NA	NA	1
ASV8261	ASV8261	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	uncultured	uncultured bacterium	0.939307055
ASV8262	ASV8262	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA	NA	0.999999992
ASV8263	ASV8263	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	Microcoleus SAG 1449-1a	uncultured cyanobacterium	0.979074145
ASV8264	ASV8264	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Skermanella	NA	0.76579815
ASV8265	ASV8265	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	uncultured	uncultured Oscillatoriales cyanobacterium	0.931241643
ASV8266	ASV8266	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga	NA	0.879883835
ASV8267	ASV8267	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Microvirga	NA	0.992732279
ASV8268	ASV8268	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	Microcoleus PCC-7113	Microcoleus sp. HTT-U-KK5	0.861375663
ASV8269	ASV8269	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	uncultured	uncultured cyanobacterium	uncultured cyanobacterium	0.893214459
ASV8270	ASV8270	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	uncultured bacterium	uncultured bacterium	uncultured bacterium	0.969570299
ASV8271	ASV8271	Bacteria	Cyanobacteria	Sericytochromatia	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	0.753753237
ASV8272	ASV8272	Bacteria	Chloroflexi	Dehalococcoidia	SAR202 clade	uncultured soil bacterium	uncultured soil bacterium	uncultured soil bacterium	0.983855683
ASV8273	ASV8273	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	Myrmecia israelensis	Myrmecia israelensis	Myrmecia israelensis	0.999327534
ASV8274	ASV8274	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	uncultured	uncultured bacterium	uncultured bacterium	0.923101813
ASV8275	ASV8275	Bacteria	Gemmatimonadetes	Longimicrobia	Longimicrobiales	Longimicrobiaceae	uncultured bacterium	uncultured bacterium	0.978195805
ASV8276	ASV8276	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	E1B-B3-114	uncultured actinobacterium	0.996406979
ASV8277	ASV8277	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	uncultured	uncultured bacterium	uncultured bacterium	0.925097067
ASV8278	ASV8278	NA	NA	NA	NA	NA	NA	NA	0.713205886
ASV8279	ASV8279	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	NA	0.852410669
ASV8280	ASV8280	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	uncultured	uncultured bacterium	uncultured bacterium	0.848143302
ASV8281	ASV8281	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	NA	NA	0.999143902
ASV8282	ASV8282	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	uncultured	uncultured bacterium	0.967427098
ASV8283	ASV8283	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 1	Clostridium sensu stricto 8	NA	0.72811346
ASV8284	ASV8284	Bacteria	Chloroflexi	JG30-KF-CM66	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	0.810487534
ASV8285	ASV8285	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	uncultured	NA	NA	0.891235916
ASV8286	ASV8286	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	uncultured	NA	0.749224969
ASV8287	ASV8287	Bacteria	Gemmatimonadetes	S0134 terrestrial group	NA	NA	NA	NA	0.999999947
ASV8288	ASV8288	Bacteria	Actinobacteria	Actinobacteria	Kineosporiales	Kineosporiaceae	NA	NA	0.892315665
ASV8289	ASV8289	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	MND1	NA	0.999999999
ASV8290	ASV8290	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas	uncultured Roseomonas sp.	0.954664403
ASV8291	ASV8291	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	uncultured	uncultured bacterium	uncultured bacterium	0.993215223
ASV8292	ASV8292	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	uncultured	NA	NA	0.992777512
ASV8293	ASV8293	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	Microcoleus Es-Yyy1400	Microcoleus paludosus Es_Yyy1400	0.837531208
ASV8294	ASV8294	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Phormidiaceae	NA	NA	0.90434094
ASV8295	ASV8295	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Chroococcidiopsaceae	Chroococcidiopsis SAG 2023	NA	0.998023818
ASV8296	ASV8296	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA	0.947542961
ASV8297	ASV8297	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	Myrmecia israelensis	Myrmecia israelensis	Myrmecia israelensis	0.999495598
ASV8298	ASV8298	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	Wilmottia Ant-Ph58	uncultured cyanobacterium	0.898018864
ASV8299	ASV8299	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	uncultured	NA	0.961534742
ASV8300	ASV8300	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium	0.712953805
ASV8301	ASV8301	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	uncultured	uncultured endolithic bacterium	0.978901898
ASV8302	ASV8302	Bacteria	Chloroflexi	KD4-96	NA	NA	NA	NA	0.99999998
ASV8303	ASV8303	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	NA	NA	NA	0.999843792
ASV8304	ASV8304	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	NA	NA	0.945486236
ASV8305	ASV8305	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	uncultured	uncultured bacterium	uncultured bacterium	0.999911724
ASV8306	ASV8306	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	uncultured Chloroflexi bacterium	uncultured Chloroflexi bacterium	0.811395955
ASV8307	ASV8307	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	uncultured bacterium	0.970718766
ASV8308	ASV8308	Bacteria	Armatimonadetes	uncultured	metagenome	metagenome	metagenome	metagenome	0.909524583
ASV8309	ASV8309	Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	NA	1
ASV8310	ASV8310	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	uncultured	uncultured bacterium	0.707683127
ASV8311	ASV8311	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	NA	NA	0.998241894
ASV8312	ASV8312	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	uncultured Kouleothrix sp.	uncultured Kouleothrix sp.	0.974826481
ASV8313	ASV8313	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	NA	0.930197232
ASV8314	ASV8314	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	NA	NA	NA	0.997484558
ASV8315	ASV8315	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	Wilmottia Ant-Ph58	NA	0.7980002
ASV8316	ASV8316	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	NA	NA	0.845758085
ASV8317	ASV8317	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	uncultured	uncultured bacterium	uncultured bacterium	0.980970807
ASV8318	ASV8318	Bacteria	Chloroflexi	JG30-KF-CM66	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	0.94994723
ASV8319	ASV8319	Bacteria	Gemmatimonadetes	Longimicrobia	Longimicrobiales	Longimicrobiaceae	uncultured bacterium	uncultured bacterium	0.999578426
ASV8320	ASV8320	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	NA	0.999926399
ASV8321	ASV8321	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA	0.999999997
ASV8322	ASV8322	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	uncultured bacterium	uncultured bacterium	0.873415496
ASV8323	ASV8323	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium	0.715996634
ASV8324	ASV8324	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	Symplocastrum CPER-KK1	NA	0.996722672
ASV8325	ASV8325	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	uncultured	uncultured cyanobacterium	uncultured cyanobacterium	0.959967124
ASV8326	ASV8326	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Geodermatophilaceae	Geodermatophilus	NA	0.999735592
ASV8327	ASV8327	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	uncultured	NA	0.972259475
ASV8328	ASV8328	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	Microcoleus SAG 1449-1a	uncultured bacterium	0.999980085
ASV8329	ASV8329	Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	NA	1
ASV8330	ASV8330	Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	uncultured bacterium	0.985560281
ASV8331	ASV8331	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA	0.998506219
ASV8332	ASV8332	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Massilia	NA	0.999862204
ASV8333	ASV8333	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	Microcoleus PCC-7113	Microcoleus sp. HTT-U-KK5	0.977783551
ASV8334	ASV8334	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	NA	NA	0.999999999
ASV8335	ASV8335	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Phormidiaceae	Trichocoleus SAG 26.92	uncultured bacterium	0.700501929
ASV8336	ASV8336	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	NA	NA	NA	0.965600216
ASV8337	ASV8337	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Skermanella	uncultured Azospirillum sp.	0.841250993
ASV8338	ASV8338	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Phormidiaceae	Tychonema CCAP 1459-11B	NA	0.938360583
ASV8339	ASV8339	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	uncultured	uncultured Bacteroidetes bacterium	0.900293634
ASV8340	ASV8340	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	Ardenticatenaceae	uncultured	uncultured Caldilinea sp.	0.999455667
ASV8341	ASV8341	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	uncultured	uncultured Oscillatoriales cyanobacterium	0.788614009
ASV8342	ASV8342	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	uncultured	uncultured Bacteroidetes bacterium	0.905508792
ASV8343	ASV8343	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Massilia	NA	0.964869538
ASV8344	ASV8344	Bacteria	Actinobacteria	Acidimicrobiia	uncultured	NA	NA	NA	0.870305281
ASV8345	ASV8345	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	Microcoleus Es-Yyy1400	Microcoleus paludosus Es_Yyy1400	0.996321395
ASV8346	ASV8346	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	uncultured	uncultured bacterium	0.90838193
ASV8347	ASV8347	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	uncultured	uncultured cyanobacterium	uncultured cyanobacterium	0.793759422
ASV8348	ASV8348	Bacteria	Proteobacteria	Alphaproteobacteria	uncultured	uncultured bacterium	uncultured bacterium	uncultured bacterium	0.734680325
ASV8349	ASV8349	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	Flexibacter	uncultured Bacteroidetes bacterium	0.936023602
ASV8350	ASV8350	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Psychroglaciecola	uncultured bacterium	0.995652649
ASV8351	ASV8351	Archaea	Euryarchaeota	Thermoplasmata	Marine Group II	uncultured archaeon	uncultured archaeon	uncultured archaeon	0.997772469
ASV8352	ASV8352	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Pyrinomonadales	Pyrinomonadaceae	RB41	NA	0.999623467
ASV8353	ASV8353	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Gemmata	NA	0.99996508
ASV8354	ASV8354	Bacteria	Acidobacteria	Subgroup 6	uncultured microorganism	uncultured microorganism	uncultured microorganism	uncultured microorganism	0.713308829
ASV8355	ASV8355	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium	0.736409883
ASV8356	ASV8356	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	NA	NA	NA	0.997201121
ASV8357	ASV8357	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	uncultured bacterium	uncultured bacterium	0.959587141
ASV8358	ASV8358	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Crossiella	NA	0.977400736
ASV8359	ASV8359	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola	uncultured Nocardioides sp.	0.915096959
ASV8360	ASV8360	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	uncultured bacterium	uncultured bacterium	uncultured bacterium	0.994796389
ASV8361	ASV8361	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Coleofasciculaceae	NA	NA	0.96777246
ASV8362	ASV8362	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatirosa	uncultured bacterium	0.999922929
ASV8363	ASV8363	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Chroococcidiopsaceae	Aliterella CENA595	NA	0.710138237
ASV8364	ASV8364	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	uncultured bacterium	uncultured bacterium	0.930400886
ASV8365	ASV8365	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	NA	0.999957083
ASV8366	ASV8366	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	uncultured	uncultured cyanobacterium	uncultured cyanobacterium	0.718000091
ASV8367	ASV8367	NA	NA	NA	NA	NA	NA	NA	0.398088566
ASV8368	ASV8368	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	uncultured bacterium	0.942888031
ASV8369	ASV8369	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Hymenobacteraceae	Adhaeribacter	uncultured bacterium	0.847943784
