OTU ID	16SCLC1HR1	16SCLC1HR2	16SCLC1HR3	16SCLC1HR4	16SCLC1HR5	16SCLC24HR1	16SCLC24HR2	16SCLC24HR3	16SCLC24HR4	16SCLC24HR5	16SCLC3MR1	16SCLC3MR2	16SCLC3MR3	16SCLC3MR4	16SCLC3MR5	16SCLC48HR1	16SCLC48HR2	16SCLC48HR3	16SCLC48HR4	16SCLC48HR5	16SCLC96HR1	16SCLC96HR2	16SCLC96HR3	16SCLC96HR4	16SCLC96HR5	16SLAC1HR1	16SLAC1HR2	16SLAC1HR3	16SLAC1HR4	16SLAC1HR5	16SLAC24HR1	16SLAC24HR2	16SLAC24HR3	16SLAC24HR4	16SLAC24HR5	16SLAC3MR1	16SLAC3MR2	16SLAC3MR3	16SLAC3MR4	16SLAC3MR5	16SLAC48HR1	16SLAC48HR2	16SLAC48HR3	16SLAC48HR4	16SLAC48HR5	16SLAC96HR1	16SLAC96HR3	16SLAC96HR4	16SLAC96HR5	NP16SDec1710	NP16SDec1711	NP16SDec1712	NP16SDec171SF	NP16SDec171SUB	NP16SDec172SF	NP16SDec172Sub	NP16SDec173SF	NP16SDec173SUB	NP16SDec174SF	NP16SDec174SUB	NP16SDec175SF	NP16SDec175SUB	NP16SDec176SF	NP16SDec176Sub	NP16SDec177SF	NP16SDec177SUB	NP16SDec178SF	NP16SDec178SUB	NP16SDec179SF	NP16SDec179SUB	NP16SDec1811	NP16SDec1812	NP16SDec181SF	NP16SDec181SUB	NP16SDec182SF	NP16SDec182Sub	NP16SDec183SF	NP16SDec183SUB	NP16SDec184SF	NP16SDec184SUB	NP16SDec185SF	NP16SDec185SUB	NP16SDec186SF	NP16SDec186Sub	NP16SDec187SF	NP16SDec187SUB	NP16SDec188SF	NP16SDec188SUB	NP16SDec189SF	NP16SDec189SUB	NP16SMay1810	NP16SMay1811	NP16SMay1812	NP16SMay181SF	NP16SMay181SUB	NP16SMay182SF	NP16SMay182Sub	NP16SMay183SF	NP16SMay183SUB	NP16SMay184SF	NP16SMay184SUB	NP16SMay185SF	NP16SMay185SUB	NP16SMay186SF	NP16SMay186Sub	NP16SMay187SF	NP16SMay187SUB	NP16SMay188SF	NP16SMay188SUB	NP16SMay189SF	NP16SMay189SUB
ASV321	5	4	1	4	8	7	6	1	28	14	9	80	5	0	21	27	9	199	11	14	4	1	2	0	1	56	51	6	153	79	6	5	7	24	36	16	40	36	24	17	6	20	0	4	22	2	8	4	1	0	11	22	2	0	10	2	0	0	7	0	2	0	3	0	63	0	2	1	26	1	0	0	21	0	9	0	1	0	0	0	0	0	2	0	0	0	5	1	0	0	0	1	8	0	0	13	0	0	0	3	0	5	0	0	0	0	0	14	0	0	0
ASV226	2	11	30	1	5	17	2	2	55	4	9	18	33	2	3	10	7	21	22	0	7	9	16	75	16	6	6	54	3	3	15	19	0	6	18	4	11	0	9	2	13	11	60	101	57	24	21	544	92	5	5	4	3	1	4	0	12	0	2	1	14	1	0	0	3	1	1	0	2	0	49	82	7	0	16	0	68	0	18	1	22	0	32	0	5	0	18	1	43	0	0	7	9	0	0	21	0	2	0	7	0	5	0	15	2	0	0	5	0	9	0
ASV2848	1	0	0	4	7	0	0	2	0	3	7	1	3	0	0	1	0	1	8	0	1	14	1	2	2	0	4	1	3	6	3	1	0	1	2	0	0	5	1	3	1	2	2	3	7	1	0	3	1	1	1	0	3	0	23	0	0	0	0	0	1	0	0	0	1	0	1	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	1	0	0	0	3	0	0	0
ASV3905	0	0	0	1	0	2	2	0	3	0	0	0	0	0	0	3	0	0	0	4	1	0	0	0	0	0	0	0	0	1	0	4	0	4	1	1	0	0	0	0	1	15	1	5	3	2	1	5	2	0	0	0	1	0	0	0	0	0	0	0	2	0	2	2	0	0	0	0	0	0	4	0	7	0	0	0	0	0	6	0	2	3	0	0	0	0	2	0	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV3426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	3	0	8	2	4	1	3	1	8	1	8	0	4	0	4	0	3	1	0	0	2	0	2	3	4	0	2	1	3	0	2	0	7	1	1	0	1	0	0	0	0	7	0	4	1	5	0	1	0	8	0	5	0	4	0	5	0	1
ASV3719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	8	4	2	0	0	1	1	3	1	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	16	0	0	0	6	0	12	0	0	0	0	0	3	0
ASV5595	0	1	0	0	0	0	0	1	4	4	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	1	0	1	2	3	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	4	1	0	0	0	0	0	0
ASV1976	1	0	0	0	1	0	0	0	0	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	8	2	8	0	0	0	10	5	1	1	3	0	3	2	6	1	8	1	0	0	4	0	3	0	1	4	3	0	6	6	1	1	11	0	2	0	0	0	2	0	1	4	1	6	1	3	0	6	1	9	1	5	0	3	2	1	0	4
ASV1082	9	18	3	99	2	1	5	9	32	3	38	2	1	1	18	3	12	3	6	6	6	2	1	0	4	1	2	1	0	3	19	3	0	2	5	4	2	0	0	0	3	11	3	44	8	0	0	0	8	6	1	2	2	1	7	1	4	0	21	3	12	2	4	0	3	0	4	1	9	0	14	11	51	0	4	2	9	0	11	3	71	0	19	0	12	0	11	6	21	0	0	4	8	5	2	2	0	3	1	4	0	7	0	3	0	3	5	28	4	4	0
ASV2209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	4	0	7	0	8	0	19	0	8	0	8	0	12	0	0	0	8	0	8	0	2	0	8	0	0	0	0	0	9	0	7	0	6	0	0	0	0	7	0	10	2	5	0	4	0	9	0	5	0	3	0	6	0	15
ASV4658	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	2	3	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	0	0	1	0	0	0	3	0	0	0	0	0	1	0	0	0	1	0	0	6	4	0	3	0	1	0	0	0	2	1	1	1	4	0	0	0	0	3	1
ASV3470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	4	0	14	0	0	0	5	0	5	0	3	0	2	0	1	0	0	0	4	0	2	0	2	0	3	0	4	0	0	0	2	0	1	0	8	0	0	0	0	5	0	2	0	4	0	0	0	0	0	5	0	4	0	2	0	3
ASV9557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	8	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0
ASV1119	0	4	14	6	7	7	0	7	7	24	5	2	8	0	7	2	3	6	2	6	5	4	4	0	2	0	1	0	0	0	3	12	0	2	4	7	2	3	14	1	0	2	0	3	4	3	0	14	1	0	0	0	10	0	5	0	0	0	2	0	7	1	4	0	6	0	2	0	2	0	0	2	0	0	5	0	3	0	5	1	4	0	26	0	4	0	2	0	2	0	0	0	0	2	0	6	2	0	0	0	1	1	1	6	0	2	1	36	0	6	0
ASV8629	0	0	0	0	0	2	0	5	1	0	0	0	0	0	0	8	4	20	1	13	6	11	3	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	4	9	8	1	3	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	2	0	1
ASV3440	0	1	1	0	0	3	0	17	20	1	2	0	3	0	2	0	0	5	0	0	1	0	0	0	1	1	0	0	0	1	4	2	0	3	2	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	2	0	7	0	1	0	5	0	1	5	1	0	3	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	1	0	2	0	1	0	1	0	1	0	0	0	2	0	3	0
ASV9071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV8145	0	0	0	0	0	23	46	5	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	29	0	21	0	0	3	4	0	0	0	0	0	0	0	0	0	0	38	0	0	2	0	0	1	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV10484	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	8	1	0	1	0	0	0	1	0	0
ASV4667	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	1	0	0	0	0	1	0	3	0	1	0	1	0	3	1	6	0	0	1	1	0	0	0	0	0	3	0	1	0	2	0	4	0	3	0	0	0	2	0	1	1	6	0	0	0	0	5	0	1	1	5	0	1	0	0	0	1	0	2	0	2	0	0
ASV7971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	29	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5895	2	4	6	1	1	3	0	2	0	6	0	3	0	0	1	0	2	17	0	15	0	0	3	0	1	0	1	1	0	0	2	0	0	0	2	2	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3	1	4	1	1	1	1	0	0	0	2	0	1	3	3	0	2	0	0	1	1	5	0	0	0	4	4	0	1	2	3	3	3	5	3	1	3	0	0	0	0	1	0	4	0	0	0	2	1	1	0	0	1	2	0	0	0	0
ASV11221	0	0	0	0	1	0	0	0	2	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	3	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	2	2	0	0	0	0	3	2	1	3	0	1	1	3	0	0
ASV5428	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	1	0	0	8	0	5	0	9	0	6	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	6	0	6	0	0	0	1	0	0	0	1	0	2	0	1
ASV10684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	3	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	2	0	0	0	0	0	3	0	3	0	0	0	0	0	0	2	0	1	0	3	0	0	0	4	0	0	0	2	0	5
ASV9647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	4	0	5	0	3	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	2	1	1	0	1	0	0	0	1	0	0	0	0
ASV7307	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	1	0	0	0	0	0	0	0	4	0	1	3	11	5	0	9	16	1	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	3	0	0	0	1	0	1	0	14	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0
ASV7336	0	0	0	0	0	5	0	22	11	0	0	0	0	3	1	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV10705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV2966	2	7	3	6	3	2	1	1	3	10	0	2	0	4	0	0	0	0	0	6	1	2	0	0	3	2	3	1	1	1	2	3	0	3	0	1	1	6	4	1	1	1	0	0	0	0	0	1	1	0	1	0	0	1	2	1	2	0	0	1	2	0	1	1	2	1	4	3	1	2	0	0	1	0	2	1	0	0	4	0	0	0	2	0	4	0	1	1	1	0	0	0	0	1	3	1	2	1	2	3	1	6	0	2	0	1	1	1	1	1	0
ASV7229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	2	0	4	0	1	0	1	0	3	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	6	0	3	0	1	0	0	0	0	5	0	1	0	0	0	0	0	0	0	2	0	2	0	3	0	0
ASV306	17	47	50	110	57	27	67	25	18	33	92	99	46	39	106	36	6	33	13	14	11	3	16	9	6	12	15	13	10	8	6	9	0	7	3	2	12	6	5	8	7	7	2	11	3	4	2	8	1	9	8	11	8	1	9	2	1	1	13	2	17	1	2	0	0	1	66	6	14	7	7	15	23	0	16	0	13	0	38	2	61	0	13	0	22	0	63	0	8	0	1	12	10	20	3	10	7	7	0	10	8	12	5	16	1	11	1	3	6	15	0
ASV8353	0	0	0	1	2	0	0	0	0	1	2	2	1	0	1	0	0	0	3	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	2	0	1	0
ASV2360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	3	2	1	0	0	0	0	0	0	1	0	30	6	0	0	0	0	0	29	0	0	0	2	0	0	1	0	0	0	0	0	24	0	1	0	22	0	1	11	36	1	0
ASV633	0	1	0	4	2	0	4	2	0	0	0	1	0	10	4	0	4	1	0	2	1	1	0	2	1	6	2	4	4	1	2	2	0	1	1	0	2	2	1	1	2	3	3	3	0	1	0	1	1	13	13	0	5	23	4	21	0	6	2	64	0	33	4	94	1	15	2	23	5	37	8	16	3	20	3	25	10	30	8	9	4	11	3	9	7	28	1	11	1	24	7	14	2	2	25	3	44	0	1	1	22	2	17	2	6	2	16	0	18	1	3
ASV748	4	4	2	7	1	0	1	0	3	3	3	6	4	0	107	1	0	20	0	3	0	0	5	0	1	11	9	10	91	31	5	2	0	5	0	4	10	18	18	6	6	2	0	1	5	8	2	3	4	0	3	3	14	0	29	0	0	0	4	0	4	0	0	0	20	0	1	0	34	1	0	0	4	0	1	0	1	0	1	0	1	0	19	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	3	0	1	0	38	0	3	0
ASV9969	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	7	0	4	0	0	0	1	0	0	0	0	0	3	0
ASV45	0	0	1	0	40	0	5	0	626	0	69	260	0	1	4	1	2	22	51	14	0	0	0	255	1	15	32	1	17	21	51	242	2	163	64	60	45	140	80	165	3	73	699	380	1730	6	5	0	13	0	0	0	15	9	38	0	2031	288	44	12	78	17	21	0	22	0	43	8	94	9	0	1	0	0	2	0	6	0	4	0	2	0	51	0	6	0	0	0	804	1	0	0	0	0	0	29	1	3	0	4	0	268	0	17	0	22	1	898	57	23	13
ASV1150	10	7	8	0	6	0	0	1	0	4	2	4	1	4	1	0	1	0	1	0	0	0	23	0	0	0	4	1	0	0	1	0	0	0	0	1	0	1	5	1	0	7	2	0	9	19	13	107	4	10	9	0	2	0	7	2	0	1	2	0	3	0	1	3	1	0	9	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	37	0	3	1	3	1	0	1	2	0	14	0	2	0	5	0	1	0	0	0
ASV2708	0	1	2	1	1	0	1	1	0	1	1	1	0	1	2	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	2	0	3	1	1	3	7	4	1	2	1	0	3	1	3	0	8	0	0	0	0	1	6	1	4	1	3	0	3	0	3	1	3	0	6	0	2	0	0	0	1	4	2	5	0	4	1	5	0	8	0	2	1	5	1	6	4	3
ASV10912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	2	0	3	0	1	0	2	0	1	0	0	0	2	0	2	0	0	0	0	0	2	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	3
ASV5030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	1	0	4	0	5	0	2	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	5	0	0	0	1	0	2	0	2	0	3	0	6	0	0
ASV4144	0	2	4	7	2	4	9	1	2	5	2	8	7	4	2	3	1	3	0	2	4	6	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	5	0	1	0	0	0	0	0	11	0	0	0	0	0	3	0	0	0	0	0	0	0	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
ASV8828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	7	0	0	0	2	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ASV3010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	9	0	1	0	0	0	0	0	1	0	4	0	0	0	4	0	0	0	2	0	3	0	10	0	1	0	5	0	0	0	0	0	0	1	4	0	0	0	0	3	0	9	0	2	0	3	0	0	0	2	0	20	0	6	0	5
ASV4367	0	0	0	0	5	1	1	6	19	4	5	0	4	0	1	1	6	2	0	0	3	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	3	0	0	0	5	0	0	0	0	0	2	0	0	0	3	0	0	0	2	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV2026	3	3	1	5	10	2	4	7	2	5	3	8	1	4	11	2	1	8	0	8	6	0	0	0	0	3	0	2	2	3	0	0	0	0	1	0	3	0	1	1	2	0	0	0	0	3	0	0	0	9	3	9	0	0	0	0	1	0	0	0	1	0	0	0	1	0	3	0	0	1	3	7	1	0	3	0	1	0	0	0	2	0	0	0	0	0	0	1	1	0	0	7	7	3	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	1
ASV311	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	91	0	13	0	95	0	30	7	382	0	23	0	9	0	7	0	0	0	18	0	33	1	15	0	63	0	19	0	33	0	26	0	468	0	84	0	0	0	0	44	0	35	0	36	0	16	0	95	0	12	0	10	0	119	0	5
ASV7941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	2	0	2	0	1	0	0	1	0	0	0	0	5	0	1	0	2	0	1	0	0	0	3	0	0	0	1	0	5	0	0	0	0	0	0	2	0	2	0	4	0	0	0	1	0	1	0	1	0	3
ASV3913	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	13	15	15	3	3	0	0	5	8	0	0	4	5	1	4	0	2	1	2	9	17	1	4	0	0	0	0	0	1	0	1	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	4	0	0	0	2	0	4	0
ASV9244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV8775	0	0	3	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	2	0	1	0	2	1	1	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	2	0	0	2	0	0	0	0	1
ASV11235	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	1	2	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	6	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV3734	0	6	0	2	0	0	0	5	3	0	1	0	1	1	5	0	0	0	0	0	0	0	0	0	0	0	2	2	2	3	0	0	0	0	0	1	6	7	2	1	0	0	0	2	0	5	1	3	0	0	0	0	0	2	3	1	0	0	0	1	2	2	1	0	2	0	0	1	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	1	1	2	1	4	1	0	0	1	0	0	0
ASV10306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	0	4	0	1	0	1	0	3	0	0	0	0	0	0	0	2	0	2	0	2	0	1	0	0	0	0	0	4	0	0	0	3	0	0	0	0	7	0	12	0	3	0	0	0	0	0	0	0	0	0	1	0	0
